,PB030: PERSONAL ID,PB020: COUNTRY,PB010: YEAR OF THE SURVEY,PB140: YEAR OF BIRTH,PB150: SEX,PB190: MARITAL STATUS,PB200: CONSENSUAL UNION,PB220A: CITIZENSHIP,PE010: CURRENT EDUCATION ACTIVITY,PE040: HIGHEST ISCED LEVEL ATTAINED,PL031: SELF-DEFINED CURRENT ECONOMIC STATUS,PL035: WORKED AT LEAST 1 HOUR DURING THE PREVIOUS WEEK,PL051: OCCUPATION (ISCO-08 (COM)),PL150: MANAGERIAL POSITION,PH010: GENERAL HEALTH,PH020: SUFFER FROM ANY A CHRONIC (LONG-STANDING) ILLNESS OR CONDITION,PH030: LIMITATION IN ACTIVITIES BECAUSE OF HEALTH PROBLEMS,PH040: UNMET NEED FOR MEDICAL EXAMINATION OR TREATMENT,PH060: UNMET NEED FOR DENTAL EXAMINATION OR TREATMENT,PY010G_PY020G_PY021G_PY050G: EMPLOYEE INCOME,PY035G: CONTRIBUTIONS TO INDIVIDUAL PRIVATE PENSION PLANS,PY080G: PENSION FROM INDIVIDUAL PRIVATE PLANS,PY090G++: SOCIAL BENEFITS,PY090G: UNEMPLOYMENT BENEFITS,PY100G: OLD-AGE BENEFITS,PY110G: SURVIVOR’ BENEFITS,PY120G: SICKNESS BENEFITS,PY130G: DISABILITY BENEFITS,PY140G: EDUCATION-RELATED ALLOWANCES,PD020: Replace worn-out clothes by some new (not second-hand) ones,PD030: Two pairs of properly fitting shoes,PD050: Get-together with friends/family (relatives) for a drink/meal at least once a month,PD060: Regularly participate in a leisure activity,PD070: Spend a small amount of money each week on yourself,PD080: Internet connection for personal use at home,PW020: MEANING OF LIFE
98,3380801,DE,2013,1980,2,2.0,2,LOC,2,4.0,10.0,2,42.0,2.0,3.0,1.0,3.0,2,2,24865.42,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,8.0
99,99,99,99,99,99,99.0,99,99,99,99.0,99.0,99,99.0,99.0,99.0,99.0,99.0,99,99,99.0,99,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0
100,3420901,DE,2013,1973,1,2.0,1,OTH,2,4.0,1.0,1,32.0,2.0,2.0,2.0,3.0,2,2,59463.19,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,3.0,1.0,1.0,10.0
101,3424701,DE,2013,1937,2,2.0,1,LOC,1,2.0,7.0,2,52.0,2.0,2.0,2.0,3.0,2,8,0.0,0,0.0,3092.08,0.0,3092.08,0.0,0.0,0.0,0.0,1.0,1.0,1.0,3.0,1.0,1.0,9.0
102,99,99,99,99,99,99.0,99,99,99,99.0,99.0,99,99.0,99.0,99.0,99.0,99.0,99,99,99.0,99,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0
103,99,99,99,99,99,99.0,99,99,99,99.0,99.0,99,99.0,99.0,99.0,99.0,99.0,99,99,99.0,99,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0
104,3522501,DE,2013,1986,1,1.0,2,LOC,2,3.0,6.0,1,10.0,2.0,2.0,2.0,3.0,2,2,4718.92,362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0
105,3552001,DE,2013,1980,2,2.0,3,LOC,1,5.0,1.0,2,24.0,2.0,3.0,1.0,3.0,2,2,7863.04,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,3.0,10.0
106,99,99,99,99,99,99.0,99,99,99,99.0,99.0,99,99.0,99.0,99.0,99.0,99.0,99,99,99.0,99,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0
107,99,99,99,99,99,99.0,99,99,99,99.0,99.0,99,99.0,99.0,99.0,99.0,99.0,99,99,99.0,99,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0
108,99,99,99,99,99,99.0,99,99,99,99.0,99.0,99,99.0,99.0,99.0,99.0,99.0,99,99,99.0,99,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0
109,99,99,99,99,99,99.0,99,99,99,99.0,99.0,99,99.0,99.0,99.0,99.0,99.0,99,99,99.0,99,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0
110,3709001,DE,2013,1932,2,4.0,1,LOC,2,5.0,7.0,1,52.0,2.0,2.0,1.0,2.0,2,2,0.0,860,0.0,11827.4,0.0,11827.4,0.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,2.0,1.0,5.0
111,99,99,99,99,99,99.0,99,99,99,99.0,99.0,99,99.0,99.0,99.0,99.0,99.0,99,99,99.0,99,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0
112,99,99,99,99,99,99.0,99,99,99,99.0,99.0,99,99.0,99.0,99.0,99.0,99.0,99,99,99.0,99,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0
113,99,99,99,99,99,99.0,99,99,99,99.0,99.0,99,99.0,99.0,99.0,99.0,99.0,99,99,99.0,99,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0
114,3816901,DE,2013,1980,2,2.0,1,LOC,2,3.0,10.0,2,52.0,0.0,1.0,8.0,2.0,2,2,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,8.0
115,99,99,99,99,99,99.0,99,99,99,99.0,99.0,99,99.0,99.0,99.0,99.0,99.0,99,99,99.0,99,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0
116,99,99,99,99,99,99.0,99,99,99,99.0,99.0,99,99.0,99.0,99.0,99.0,99.0,99,99,99.0,99,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0
117,99,99,99,99,99,99.0,99,99,99,99.0,99.0,99,99.0,99.0,99.0,99.0,99.0,99,99,99.0,99,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0
119,99,99,99,99,99,99.0,99,99,99,99.0,99.0,99,99.0,99.0,99.0,99.0,99.0,99,99,99.0,99,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0
120,99,99,99,99,99,99.0,99,99,99,99.0,99.0,99,99.0,99.0,99.0,99.0,99.0,99,99,99.0,99,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0
121,3966301,DE,2013,1970,1,2.0,1,LOC,2,5.0,1.0,1,33.0,2.0,1.0,1.0,3.0,2,2,96402.83,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,3.0,1.0,1.0,8.0
122,99,99,99,99,99,99.0,99,99,99,99.0,99.0,99,99.0,99.0,99.0,99.0,99.0,99,99,99.0,99,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0
123,99,99,99,99,99,99.0,99,99,99,99.0,99.0,99,99.0,99.0,99.0,99.0,99.0,99,99,99.0,99,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0
124,99,99,99,99,99,99.0,99,99,99,99.0,99.0,99,99.0,99.0,99.0,99.0,99.0,99,99,99.0,99,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0
125,99,99,99,99,99,99.0,99,99,99,99.0,99.0,99,99.0,99.0,99.0,99.0,99.0,99,99,99.0,99,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0
126,4059801,DE,2013,1959,1,2.0,1,OTH,2,5.0,1.0,1,72.0,2.0,3.0,1.0,3.0,1,2,33977.82,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0,2.0,1.0,9.0
127,4125701,DE,2013,1949,2,4.0,1,LOC,2,5.0,7.0,2,31.0,2.0,2.0,2.0,2.0,2,2,0.0,1680,1540.86,13941.14,0.0,13941.14,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,8.0
128,99,99,99,99,99,99.0,99,99,99,99.0,99.0,99,99.0,99.0,99.0,99.0,99.0,99,99,99.0,99,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0
129,4210901,DE,2013,1958,1,2.0,1,LOC,2,3.0,1.0,1,74.0,1.0,3.0,2.0,3.0,2,2,59070.86,4866,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,3.0,99.0
130,4232401,DE,2013,1972,1,2.0,1,LOC,2,4.0,1.0,1,24.0,1.0,2.0,2.0,3.0,1,2,81337.64,360,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,3.0,1.0,1.0,7.0
131,4241301,DE,2013,1976,1,2.0,1,LOC,2,5.0,1.0,1,26.0,1.0,2.0,2.0,2.0,2,2,25380.36,2629,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,6.0
132,99,99,99,99,99,99.0,99,99,99,99.0,99.0,99,99.0,99.0,99.0,99.0,99.0,99,99,99.0,99,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0
133,99,99,99,99,99,99.0,99,99,99,99.0,99.0,99,99.0,99.0,99.0,99.0,99.0,99,99,99.0,99,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0
134,99,99,99,99,99,99.0,99,99,99,99.0,99.0,99,99.0,99.0,99.0,99.0,99.0,99,99,99.0,99,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0
135,99,99,99,99,99,99.0,99,99,99,99.0,99.0,99,99.0,99.0,99.0,99.0,99.0,99,99,99.0,99,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0
136,4332501,DE,2013,1946,1,1.0,2,LOC,2,5.0,7.0,1,83.0,2.0,2.0,2.0,8.0,2,2,0.0,0,0.0,18973.72,0.0,18973.72,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,3.0,1.0,10.0
137,4,4,4,4,4,4.0,4,4,4,4.0,4.0,4,4.0,4.0,4.0,4.0,4.0,4,4,4.0,4,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
138,99,99,99,99,99,99.0,99,99,99,99.0,99.0,99,99.0,99.0,99.0,99.0,99.0,99,99,99.0,99,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0
139,4518201,DE,2013,1970,1,1.0,3,LOC,2,5.0,1.0,2,72.0,2.0,1.0,8.0,3.0,2,2,34453.19,1653,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,2.0,1.0,1.0,1.0,9.0
140,99,99,99,99,99,99.0,99,99,99,99.0,99.0,99,99.0,99.0,99.0,99.0,99.0,99,99,99.0,99,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0
141,4582801,DE,2013,1936,1,2.0,2,LOC,2,3.0,7.0,2,72.0,1.0,2.0,1.0,1.0,2,2,1885.32,200,0.0,15873.87,0.0,15873.87,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,10.0
142,4614501,DE,2013,1971,2,2.0,1,LOC,2,3.0,2.0,2,33.0,2.0,3.0,1.0,3.0,2,2,9113.2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,1.0,1.0,1.0,9.0
143,4636501,DE,2013,1947,2,2.0,2,LOC,2,5.0,7.0,1,24.0,2.0,2.0,1.0,2.0,2,2,0.0,0,0.0,5992.89,0.0,5992.89,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,3.0,4.0
144,4764201,DE,2013,1969,1,1.0,1,LOC,2,4.0,1.0,1,33.0,2.0,1.0,2.0,3.0,2,2,63769.85,1312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,3.0,5.0
145,4768901,DE,2013,1963,2,5.0,3,LOC,2,4.0,1.0,2,33.0,2.0,2.0,2.0,3.0,1,2,33230.68,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,1.0,2.0,8.0
146,99,99,99,99,99,99.0,99,99,99,99.0,99.0,99,99.0,99.0,99.0,99.0,99.0,99,99,99.0,99,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0
147,99,99,99,99,99,99.0,99,99,99,99.0,99.0,99,99.0,99.0,99.0,99.0,99.0,99,99,99.0,99,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0
148,99,99,99,99,99,99.0,99,99,99,99.0,99.0,99,99.0,99.0,99.0,99.0,99.0,99,99,99.0,99,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0
149,99,99,99,99,99,99.0,99,99,99,99.0,99.0,99,99.0,99.0,99.0,99.0,99.0,99,99,99.0,99,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0
150,4822001,DE,2013,1939,2,2.0,1,LOC,2,3.0,7.0,1,41.0,2.0,2.0,2.0,3.0,2,2,0.0,500,0.0,6550.05,0.0,5575.29,974.76,0.0,0.0,0.0,1.0,1.0,1.0,1.0,3.0,1.0,9.0
151,99,99,99,99,99,99.0,99,99,99,99.0,99.0,99,99.0,99.0,99.0,99.0,99.0,99,99,99.0,99,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0
152,4876401,DE,2013,1938,2,4.0,3,LOC,2,5.0,7.0,1,51.0,2.0,3.0,2.0,2.0,2,2,0.0,0,0.0,16119.77,0.0,16119.77,0.0,0.0,0.0,0.0,1.0,1.0,1.0,3.0,1.0,3.0,9.0
153,4925901,DE,2013,1981,1,2.0,3,LOC,2,3.0,1.0,2,74.0,2.0,2.0,2.0,3.0,2,2,26026.02,60,0.0,5947.97,0.0,0.0,2555.69,3392.28,0.0,0.0,1.0,1.0,1.0,1.0,2.0,2.0,7.0
154,99,99,99,99,99,99.0,99,99,99,99.0,99.0,99,99.0,99.0,99.0,99.0,99.0,99,99,99.0,99,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0
155,4957601,DE,2013,1984,1,1.0,3,LOC,1,3.0,1.0,1,74.0,1.0,3.0,2.0,3.0,2,2,48568.34,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,3.0,1.0,1.0,2.0
156,99,99,99,99,99,99.0,99,99,99,99.0,99.0,99,99.0,99.0,99.0,99.0,99.0,99,99,99.0,99,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0
157,4,4,4,4,4,4.0,4,4,4,4.0,4.0,4,4.0,4.0,4.0,4.0,4.0,4,4,4.0,4,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
158,99,99,99,99,99,99.0,99,99,99,99.0,99.0,99,99.0,99.0,99.0,99.0,99.0,99,99,99.0,99,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0
159,99,99,99,99,99,99.0,99,99,99,99.0,99.0,99,99.0,99.0,99.0,99.0,99.0,99,99,99.0,99,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0
160,5203501,DE,2013,1939,2,2.0,2,LOC,2,3.0,7.0,2,33.0,2.0,3.0,1.0,2.0,2,2,0.0,468,14840.59,11990.19,0.0,11990.19,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0
161,99,99,99,99,99,99.0,99,99,99,99.0,99.0,99,99.0,99.0,99.0,99.0,99.0,99,99,99.0,99,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0
162,5268901,DE,2013,1932,2,5.0,1,LOC,2,3.0,7.0,2,41.0,2.0,3.0,1.0,3.0,8,2,3656.11,0,0.0,6040.53,0.0,6040.53,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,9.0
163,99,99,99,99,99,99.0,99,99,99,99.0,99.0,99,99.0,99.0,99.0,99.0,99.0,99,99,99.0,99,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0
164,5366701,DE,2013,1989,1,1.0,1,LOC,2,3.0,1.0,1,52.0,2.0,3.0,2.0,3.0,1,2,22096.29,576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,3.0,1.0,3.0,7.0
165,99,99,99,99,99,99.0,99,99,99,99.0,99.0,99,99.0,99.0,99.0,99.0,99.0,99,99,99.0,99,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0
166,99,99,99,99,99,99.0,99,99,99,99.0,99.0,99,99.0,99.0,99.0,99.0,99.0,99,99,99.0,99,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0
167,5479501,DE,2013,1953,1,5.0,3,LOC,1,3.0,5.0,1,61.0,0.0,1.0,2.0,3.0,2,2,0.0,0,0.0,3205.12,3205.12,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,10.0
168,5558601,DE,2013,1950,1,5.0,1,LOC,2,3.0,7.0,1,43.0,2.0,2.0,2.0,3.0,2,2,0.0,480,0.0,37673.12,0.0,37673.12,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,6.0
169,99,99,99,99,99,99.0,99,99,99,99.0,99.0,99,99.0,99.0,99.0,99.0,99.0,99,99,99.0,99,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0
170,5578801,DE,2013,1952,2,4.0,3,LOC,2,5.0,7.0,1,32.0,2.0,2.0,1.0,3.0,2,2,0.0,0,0.0,26231.4,0.0,26231.4,0.0,0.0,0.0,0.0,3.0,1.0,3.0,1.0,2.0,2.0,0.0
171,5581701,DE,2013,1986,1,1.0,1,LOC,2,4.0,6.0,2,24.0,0.0,3.0,2.0,2.0,1,2,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,1.0,1.0,1.0,10.0
172,99,99,99,99,99,99.0,99,99,99,99.0,99.0,99,99.0,99.0,99.0,99.0,99.0,99,99,99.0,99,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0
173,99,99,99,99,99,99.0,99,99,99,99.0,99.0,99,99.0,99.0,99.0,99.0,99.0,99,99,99.0,99,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0
174,99,99,99,99,99,99.0,99,99,99,99.0,99.0,99,99.0,99.0,99.0,99.0,99.0,99,99,99.0,99,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0
175,99,99,99,99,99,99.0,99,99,99,99.0,99.0,99,99.0,99.0,99.0,99.0,99.0,99,99,99.0,99,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0
176,4,4,4,4,4,4.0,4,4,4,4.0,4.0,4,4.0,4.0,4.0,4.0,4.0,4,4,4.0,4,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
177,99,99,99,99,99,99.0,99,99,99,99.0,99.0,99,99.0,99.0,99.0,99.0,99.0,99,99,99.0,99,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0
178,5798701,DE,2013,1961,1,1.0,1,LOC,2,3.0,1.0,1,71.0,2.0,2.0,1.0,3.0,2,2,41505.07,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,3.0,1.0,8.0
179,5854601,DE,2013,1953,2,5.0,2,LOC,2,3.0,2.0,1,41.0,2.0,2.0,2.0,3.0,2,2,5912.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,9.0
180,99,99,99,99,99,99.0,99,99,99,99.0,99.0,99,99.0,99.0,99.0,99.0,99.0,99,99,99.0,99,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0
181,5918601,DE,2013,1956,1,4.0,1,OTH,2,3.0,1.0,1,94.0,2.0,4.0,2.0,2.0,2,2,37559.92,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0
182,99,99,99,99,99,99.0,99,99,99,99.0,99.0,99,99.0,99.0,99.0,99.0,99.0,99,99,99.0,99,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0
183,5999601,DE,2013,1987,2,1.0,1,LOC,2,3.0,6.0,1,10.0,2.0,3.0,1.0,3.0,2,2,0.0,260,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,3.0,3.0,1.0,6.0
184,99,99,99,99,99,99.0,99,99,99,99.0,99.0,99,99.0,99.0,99.0,99.0,99.0,99,99,99.0,99,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0
185,6067301,DE,2013,1953,2,2.0,1,LOC,2,3.0,2.0,2,14.0,2.0,2.0,2.0,3.0,2,1,1298.19,1540,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,1.0,2.0,1.0,4.0
186,99,99,99,99,99,99.0,99,99,99,99.0,99.0,99,99.0,99.0,99.0,99.0,99.0,99,99,99.0,99,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0
187,6095901,DE,2013,1944,2,4.0,1,LOC,2,3.0,7.0,1,44.0,1.0,2.0,2.0,3.0,2,2,0.0,1704,0.0,62213.48,0.0,62213.48,0.0,0.0,0.0,0.0,1.0,1.0,3.0,3.0,2.0,1.0,8.0
188,6102101,DE,2013,1938,2,4.0,1,LOC,2,5.0,7.0,1,54.0,1.0,3.0,1.0,3.0,2,2,0.0,550,0.0,10938.92,0.0,0.0,0.0,0.0,10938.92,0.0,1.0,1.0,1.0,1.0,1.0,1.0,9.0
189,6105201,DE,2013,1950,1,1.0,3,LOC,2,5.0,1.0,1,41.0,2.0,3.0,2.0,1.0,2,2,36682.06,778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,1.0,1.0,10.0
190,4,4,4,4,4,4.0,4,4,4,4.0,4.0,4,4.0,4.0,4.0,4.0,4.0,4,4,4.0,4,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
191,99,99,99,99,99,99.0,99,99,99,99.0,99.0,99,99.0,99.0,99.0,99.0,99.0,99,99,99.0,99,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0
192,6175101,DE,2013,1940,2,4.0,1,LOC,2,3.0,7.0,1,42.0,2.0,2.0,8.0,3.0,2,2,0.0,0,0.0,23927.93,0.0,23927.93,0.0,0.0,0.0,0.0,1.0,1.0,2.0,3.0,1.0,1.0,4.0
193,6206901,DE,2013,1940,2,4.0,3,LOC,2,3.0,7.0,2,41.0,0.0,2.0,2.0,2.0,2,2,0.0,2070,0.0,21121.0,0.0,21121.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,3.0,1.0,2.0,7.0
194,6329601,DE,2013,1933,1,2.0,3,LOC,2,5.0,7.0,1,31.0,2.0,4.0,1.0,3.0,2,2,160.0,2809,0.0,17406.98,0.0,17406.98,0.0,0.0,0.0,0.0,1.0,1.0,1.0,3.0,1.0,1.0,6.0
196,99,99,99,99,99,99.0,99,99,99,99.0,99.0,99,99.0,99.0,99.0,99.0,99.0,99,99,99.0,99,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0
197,99,99,99,99,99,99.0,99,99,99,99.0,99.0,99,99.0,99.0,99.0,99.0,99.0,99,99,99.0,99,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0
198,99,99,99,99,99,99.0,99,99,99,99.0,99.0,99,99.0,99.0,99.0,99.0,99.0,99,99,99.0,99,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0
199,6385901,DE,2013,1953,2,2.0,1,LOC,1,3.0,2.0,2,33.0,2.0,2.0,1.0,3.0,2,2,1128.75,1800,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,3.0,99.0
200,99,99,99,99,99,99.0,99,99,99,99.0,99.0,99,99.0,99.0,99.0,99.0,99.0,99,99,99.0,99,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0
201,99,99,99,99,99,99.0,99,99,99,99.0,99.0,99,99.0,99.0,99.0,99.0,99.0,99,99,99.0,99,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0
202,99,99,99,99,99,99.0,99,99,99,99.0,99.0,99,99.0,99.0,99.0,99.0,99.0,99,99,99.0,99,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0
203,6508901,DE,2013,1978,1,2.0,1,LOC,2,3.0,2.0,2,71.0,2.0,2.0,1.0,2.0,2,2,8422.54,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,8.0
