,PB030: PERSONAL ID,PB020: COUNTRY,PB010: YEAR OF THE SURVEY,PB140: YEAR OF BIRTH,PB150: SEX,PB190: MARITAL STATUS,PB200: CONSENSUAL UNION,PB220A: CITIZENSHIP,PE010: CURRENT EDUCATION ACTIVITY,PE040: HIGHEST ISCED LEVEL ATTAINED,PL031: SELF-DEFINED CURRENT ECONOMIC STATUS,PL035: WORKED AT LEAST 1 HOUR DURING THE PREVIOUS WEEK,PL051: OCCUPATION (ISCO-08 (COM)),PL150: MANAGERIAL POSITION,PH010: GENERAL HEALTH,PH020: SUFFER FROM ANY A CHRONIC (LONG-STANDING) ILLNESS OR CONDITION,PH030: LIMITATION IN ACTIVITIES BECAUSE OF HEALTH PROBLEMS,PH040: UNMET NEED FOR MEDICAL EXAMINATION OR TREATMENT,PH060: UNMET NEED FOR DENTAL EXAMINATION OR TREATMENT,PY010G_PY020G_PY021G_PY050G: EMPLOYEE INCOME,PY035G: CONTRIBUTIONS TO INDIVIDUAL PRIVATE PENSION PLANS,PY080G: PENSION FROM INDIVIDUAL PRIVATE PLANS,PY090G++: SOCIAL BENEFITS,PY090G: UNEMPLOYMENT BENEFITS,PY100G: OLD-AGE BENEFITS,PY110G: SURVIVOR’ BENEFITS,PY120G: SICKNESS BENEFITS,PY130G: DISABILITY BENEFITS,PY140G: EDUCATION-RELATED ALLOWANCES,PD020: Replace worn-out clothes by some new (not second-hand) ones,PD030: Two pairs of properly fitting shoes,PD050: Get-together with friends/family (relatives) for a drink/meal at least once a month,PD060: Regularly participate in a leisure activity,PD070: Spend a small amount of money each week on yourself,PD080: Internet connection for personal use at home,PW130: TRUST IN THE POLITICAL SYSTEM
104,3522501,DE,2013,1986,1,1.0,2,0,2,3.0,6.0,1,-1.0,2.0,2.0,2.0,3.0,2,2,4718.92,362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,8.0
105,3552001,DE,2013,1980,2,2.0,3,0,1,5.0,1.0,2,24.0,2.0,3.0,1.0,3.0,2,2,7863.04,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,3.0,2.0
106,3583601,DE,2013,1935,2,4.0,3,0,1,2.0,7.0,2,51.0,1.0,1.0,2.0,3.0,2,2,0.0,0,0.0,10278.34,0.0,10278.34,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,3.0,1.0,5.0
107,3589501,DE,2013,1955,1,2.0,1,0,2,3.0,1.0,1,71.0,2.0,3.0,2.0,-1.0,2,2,47778.9,11280,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,3.0,2.0,1.0,3.0
108,3612001,DE,2013,1986,1,1.0,1,0,2,5.0,1.0,1,21.0,2.0,1.0,2.0,2.0,2,2,43633.1,130,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,3.0,9.0
109,3701001,DE,2013,1980,2,1.0,1,0,2,3.0,2.0,2,43.0,2.0,3.0,2.0,3.0,2,2,19762.57,1845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0
110,3709001,DE,2013,1932,2,4.0,1,0,2,5.0,7.0,1,52.0,2.0,2.0,1.0,2.0,2,2,0.0,860,0.0,11827.4,0.0,11827.4,0.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,2.0,1.0,3.0
111,3737201,DE,2013,1989,1,1.0,3,0,2,4.0,6.0,1,24.0,-1.0,2.0,1.0,3.0,2,2,0.0,2056,0.0,2161.35,0.0,0.0,0.0,0.0,0.0,2161.35,1.0,1.0,2.0,2.0,3.0,1.0,-1.0
112,3739701,DE,2013,1969,1,2.0,3,0,2,5.0,1.0,1,33.0,2.0,2.0,2.0,3.0,2,2,52713.36,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,3.0,2.0,1.0,1.0,-1.0
113,3785601,DE,2013,1956,2,5.0,1,0,1,3.0,1.0,2,41.0,2.0,1.0,2.0,3.0,2,2,30585.2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,1.0,-1.0
114,3816901,DE,2013,1980,2,2.0,1,0,2,3.0,10.0,2,52.0,-1.0,1.0,-1.0,2.0,2,2,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0
115,3822701,DE,2013,1948,2,1.0,3,0,2,3.0,7.0,2,33.0,1.0,1.0,1.0,3.0,2,2,0.0,0,0.0,6494.92,0.0,6494.92,0.0,0.0,0.0,0.0,1.0,1.0,1.0,3.0,1.0,1.0,-1.0
116,3852501,DE,2013,1973,1,2.0,3,0,2,5.0,1.0,1,26.0,2.0,2.0,-1.0,3.0,2,2,64422.77,0,0.0,1964.36,1964.36,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0
117,3889901,DE,2013,1957,1,5.0,1,0,1,5.0,5.0,2,33.0,-1.0,2.0,2.0,3.0,1,2,810.16,0,0.0,1395.89,0.0,0.0,0.0,0.0,0.0,1395.89,1.0,1.0,1.0,1.0,2.0,2.0,7.0
119,3925601,DE,2013,1944,2,4.0,1,0,2,2.0,7.0,2,33.0,1.0,3.0,2.0,2.0,2,2,0.0,1224,0.0,26441.25,0.0,26441.25,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,7.0
120,3954601,DE,2013,1947,2,5.0,3,0,2,5.0,7.0,2,33.0,2.0,2.0,2.0,3.0,2,2,0.0,142,0.0,210.38,0.0,210.38,0.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,1.0,1.0,-1.0
121,3966301,DE,2013,1970,1,2.0,1,0,2,5.0,1.0,1,33.0,2.0,1.0,1.0,3.0,2,2,96402.83,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0
122,3968601,DE,2013,1950,2,5.0,3,0,2,2.0,1.0,1,43.0,2.0,3.0,2.0,3.0,2,2,27130.08,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,3.0,1.0,3.0,2.0
123,3993701,DE,2013,1945,2,4.0,1,0,2,3.0,7.0,2,52.0,2.0,2.0,2.0,3.0,2,2,0.0,0,0.0,6679.6,0.0,6679.6,0.0,0.0,0.0,0.0,1.0,1.0,3.0,3.0,1.0,1.0,-1.0
125,4028801,DE,2013,1954,1,2.0,1,0,2,3.0,2.0,1,72.0,2.0,2.0,2.0,2.0,2,2,34075.47,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,1.0,1.0,1.0,5.0
126,4059801,DE,2013,1959,1,2.0,1,1,2,5.0,1.0,1,72.0,2.0,3.0,1.0,3.0,1,2,33977.82,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0,2.0,1.0,7.0
127,4125701,DE,2013,1949,2,4.0,1,0,2,5.0,7.0,2,31.0,2.0,2.0,2.0,2.0,2,2,0.0,1680,1540.86,13941.14,0.0,13941.14,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
128,4156301,DE,2013,1968,2,2.0,3,0,2,4.0,10.0,2,31.0,2.0,2.0,1.0,3.0,2,2,0.0,27424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0
129,4210901,DE,2013,1958,1,2.0,1,0,2,3.0,1.0,1,74.0,1.0,3.0,2.0,3.0,2,2,59070.86,4866,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,3.0,0.0
130,4232401,DE,2013,1972,1,2.0,1,0,2,4.0,1.0,1,24.0,1.0,2.0,2.0,3.0,1,2,81337.64,360,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,3.0,1.0,1.0,5.0
131,4241301,DE,2013,1976,1,2.0,1,0,2,5.0,1.0,1,26.0,1.0,2.0,2.0,2.0,2,2,25380.36,2629,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,4.0
132,4255301,DE,2013,1950,2,2.0,3,0,2,3.0,1.0,1,33.0,1.0,2.0,2.0,3.0,2,2,62372.09,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0
133,4286801,DE,2013,1986,1,1.0,1,0,2,5.0,1.0,2,21.0,1.0,2.0,-1.0,3.0,1,2,16771.16,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,3.0,1.0,1.0,-1.0
134,4314301,DE,2013,1958,1,2.0,3,0,2,3.0,1.0,1,75.0,2.0,1.0,1.0,3.0,2,2,41579.26,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,1.0,0.0
135,4327301,DE,2013,1980,2,1.0,1,0,2,4.0,6.0,2,42.0,-1.0,4.0,2.0,3.0,2,2,0.0,354,0.0,2134.98,2134.98,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0
136,4332501,DE,2013,1946,1,1.0,2,0,2,5.0,7.0,1,83.0,2.0,2.0,2.0,-1.0,2,2,0.0,0,0.0,18973.72,0.0,18973.72,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,3.0,1.0,8.0
138,4485701,DE,2013,1960,1,2.0,1,0,2,5.0,1.0,1,33.0,2.0,2.0,2.0,3.0,-1,2,28837.34,0,0.0,22230.69,0.0,0.0,0.0,22230.69,0.0,0.0,1.0,1.0,3.0,1.0,2.0,1.0,-1.0
139,4518201,DE,2013,1970,1,1.0,3,0,2,5.0,1.0,2,72.0,2.0,1.0,-1.0,3.0,2,2,34453.19,1653,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,2.0,1.0,1.0,1.0,5.0
140,4529301,DE,2013,1968,2,2.0,1,0,1,5.0,1.0,1,33.0,1.0,2.0,1.0,3.0,2,2,17414.43,2583,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0
141,4582801,DE,2013,1936,1,2.0,2,0,2,3.0,7.0,2,72.0,1.0,2.0,1.0,1.0,2,2,1885.32,200,0.0,15873.87,0.0,15873.87,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,4.0
142,4614501,DE,2013,1971,2,2.0,1,0,2,3.0,2.0,2,33.0,2.0,3.0,1.0,3.0,2,2,9113.2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,1.0,1.0,1.0,9.0
143,4636501,DE,2013,1947,2,2.0,2,0,2,5.0,7.0,1,24.0,2.0,2.0,1.0,2.0,2,2,0.0,0,0.0,5992.89,0.0,5992.89,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,3.0,8.0
144,4764201,DE,2013,1969,1,1.0,1,0,2,4.0,1.0,1,33.0,2.0,1.0,2.0,3.0,2,2,63769.85,1312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,3.0,-1.0
145,4768901,DE,2013,1963,2,5.0,3,0,2,4.0,1.0,2,33.0,2.0,2.0,2.0,3.0,1,2,33230.68,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,1.0,2.0,3.0
146,4772801,DE,2013,1941,2,2.0,3,0,2,3.0,7.0,1,33.0,-1.0,4.0,2.0,2.0,2,1,0.0,4000,0.0,16920.28,0.0,16920.28,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,3.0,0.0
147,4784601,DE,2013,1959,1,5.0,1,0,2,3.0,1.0,1,72.0,2.0,2.0,2.0,3.0,2,2,27068.4,3000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,3.0,1.0,1.0,-1.0
148,4786801,DE,2013,1981,1,5.0,1,0,2,5.0,1.0,1,11.0,2.0,1.0,-1.0,3.0,2,2,48782.96,4982,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,5.0
149,4793401,DE,2013,1959,1,5.0,3,0,2,5.0,1.0,2,74.0,2.0,2.0,1.0,3.0,2,2,29950.47,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,2.0,1.0,1.0,1.0,6.0
150,4822001,DE,2013,1939,2,2.0,1,0,2,3.0,7.0,1,41.0,2.0,2.0,2.0,3.0,2,2,0.0,500,0.0,6550.05,0.0,5575.29,974.76,0.0,0.0,0.0,1.0,1.0,1.0,1.0,3.0,1.0,6.0
151,4864801,DE,2013,1953,1,2.0,3,0,2,2.0,5.0,2,72.0,2.0,1.0,1.0,2.0,1,2,734.88,312,0.0,6573.87,6573.87,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,1.0,1.0,-1.0
152,4876401,DE,2013,1938,2,4.0,3,0,2,5.0,7.0,1,51.0,2.0,3.0,2.0,2.0,2,2,0.0,0,0.0,16119.77,0.0,16119.77,0.0,0.0,0.0,0.0,1.0,1.0,1.0,3.0,1.0,3.0,7.0
153,4925901,DE,2013,1981,1,2.0,3,0,2,3.0,1.0,2,74.0,2.0,2.0,2.0,3.0,2,2,26026.02,60,0.0,5947.97,0.0,0.0,2555.69,3392.28,0.0,0.0,1.0,1.0,1.0,1.0,2.0,2.0,7.0
154,4935801,DE,2013,1977,1,2.0,1,0,2,5.0,1.0,1,23.0,2.0,3.0,1.0,3.0,2,2,102225.28,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,1.0,1.0,2.0,6.0
155,4957601,DE,2013,1984,1,1.0,3,0,1,3.0,1.0,1,74.0,1.0,3.0,2.0,3.0,2,2,48568.34,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,3.0,1.0,1.0,2.0
156,5015601,DE,2013,1942,1,2.0,3,0,2,3.0,7.0,1,41.0,-1.0,3.0,2.0,3.0,2,2,0.0,0,0.0,4245.27,0.0,4245.27,0.0,0.0,0.0,0.0,1.0,1.0,3.0,1.0,1.0,1.0,-1.0
158,5049501,DE,2013,1957,1,5.0,1,0,2,2.0,1.0,1,51.0,2.0,2.0,1.0,3.0,2,2,62190.27,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,3.0,3.0,1.0,3.0,-1.0
159,5164101,DE,2013,1948,1,2.0,3,0,2,5.0,7.0,1,71.0,2.0,1.0,2.0,2.0,2,2,0.0,0,0.0,23893.45,0.0,23893.45,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0
160,5203501,DE,2013,1939,2,2.0,2,0,2,3.0,7.0,2,33.0,2.0,3.0,1.0,2.0,2,2,0.0,468,14840.59,11990.19,0.0,11990.19,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,8.0
161,5251501,DE,2013,1932,1,4.0,3,0,2,5.0,7.0,1,32.0,2.0,2.0,1.0,-1.0,2,2,0.0,224,0.0,120794.52,0.0,120794.52,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
162,5268901,DE,2013,1932,2,5.0,1,0,2,3.0,7.0,2,41.0,2.0,3.0,1.0,3.0,-1,2,3656.11,0,0.0,6040.53,0.0,6040.53,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,4.0
163,5293401,DE,2013,1951,2,2.0,1,0,2,5.0,11.0,2,23.0,2.0,3.0,2.0,1.0,2,2,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,3.0,1.0,1.0,5.0
164,5366701,DE,2013,1989,1,1.0,1,0,2,3.0,1.0,1,52.0,2.0,3.0,2.0,3.0,1,2,22096.29,576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,3.0,1.0,3.0,8.0
165,5398801,DE,2013,1964,1,2.0,3,0,2,5.0,1.0,1,12.0,1.0,1.0,2.0,3.0,2,2,74837.18000000001,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,1.0,1.0,8.0
166,5447901,DE,2013,1951,2,2.0,1,0,2,3.0,7.0,1,52.0,2.0,3.0,2.0,1.0,2,2,0.0,0,0.0,19617.9,0.0,19617.9,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0
167,5479501,DE,2013,1953,1,5.0,3,0,1,3.0,5.0,1,61.0,-1.0,1.0,2.0,3.0,2,2,0.0,0,0.0,3205.12,3205.12,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,7.0
168,5558601,DE,2013,1950,1,5.0,1,0,2,3.0,7.0,1,43.0,2.0,2.0,2.0,3.0,2,2,0.0,480,0.0,37673.12,0.0,37673.12,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,5.0
169,5577301,DE,2013,1975,2,2.0,3,0,2,3.0,10.0,1,74.0,2.0,2.0,-1.0,3.0,2,1,2572.38,360,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,3.0,1.0,1.0,1.0,5.0
170,5578801,DE,2013,1952,2,4.0,3,0,2,5.0,7.0,1,32.0,2.0,2.0,1.0,3.0,2,2,0.0,0,0.0,26231.4,0.0,26231.4,0.0,0.0,0.0,0.0,3.0,1.0,3.0,1.0,2.0,2.0,6.0
171,5581701,DE,2013,1986,1,1.0,1,0,2,4.0,6.0,2,24.0,-1.0,3.0,2.0,2.0,1,2,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0
172,5619701,DE,2013,1940,2,1.0,1,0,2,3.0,7.0,1,41.0,2.0,2.0,2.0,3.0,2,2,0.0,4560,0.0,27344.92,0.0,27344.92,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,2.0,-1.0
173,5690001,DE,2013,1953,2,5.0,1,0,2,3.0,5.0,2,41.0,-1.0,1.0,1.0,3.0,2,2,1730.53,306,0.0,1998.98,1324.08,0.0,488.54,186.36,0.0,0.0,1.0,1.0,2.0,2.0,1.0,1.0,-1.0
174,5775101,DE,2013,1937,1,2.0,1,0,2,4.0,7.0,1,31.0,2.0,2.0,1.0,3.0,2,2,0.0,0,0.0,41964.26,0.0,41964.26,0.0,0.0,0.0,0.0,2.0,1.0,1.0,2.0,1.0,1.0,8.0
175,5775301,DE,2013,1958,1,1.0,1,0,2,3.0,1.0,1,72.0,1.0,2.0,2.0,3.0,2,2,59697.05,1071,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,5.0
177,5784201,DE,2013,1956,2,2.0,1,0,2,5.0,1.0,1,26.0,1.0,2.0,2.0,1.0,2,2,35100.83,120,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0,1.0,1.0,3.0
178,5798701,DE,2013,1961,1,1.0,1,0,2,3.0,1.0,1,71.0,2.0,2.0,1.0,3.0,2,2,41505.07,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,3.0,1.0,0.0
179,5854601,DE,2013,1953,2,5.0,2,0,2,3.0,2.0,1,41.0,2.0,2.0,2.0,3.0,2,2,5912.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,9.0
180,5893401,DE,2013,1937,1,2.0,3,0,2,2.0,7.0,2,-1.0,1.0,2.0,2.0,3.0,2,2,0.0,0,0.0,36208.31,0.0,17570.37,18637.94,0.0,0.0,0.0,1.0,1.0,3.0,1.0,1.0,1.0,6.0
181,5918601,DE,2013,1956,1,4.0,1,1,2,3.0,1.0,1,94.0,2.0,4.0,2.0,2.0,2,2,37559.92,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
182,5922101,DE,2013,1932,2,2.0,3,0,2,2.0,7.0,1,43.0,2.0,3.0,2.0,3.0,2,2,0.0,0,0.0,35441.77,0.0,35441.77,0.0,0.0,0.0,0.0,1.0,1.0,2.0,3.0,1.0,1.0,2.0
183,5999601,DE,2013,1987,2,1.0,1,0,2,3.0,6.0,1,-1.0,2.0,3.0,1.0,3.0,2,2,0.0,260,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,3.0,3.0,1.0,3.0
184,6005301,DE,2013,1969,1,2.0,1,0,2,5.0,1.0,2,72.0,1.0,2.0,2.0,3.0,2,2,27640.66,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,3.0,3.0,1.0,1.0,-1.0
185,6067301,DE,2013,1953,2,2.0,1,0,2,3.0,2.0,2,14.0,2.0,2.0,2.0,3.0,2,1,1298.19,1540,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,1.0,2.0,1.0,5.0
186,6072901,DE,2013,1988,2,1.0,3,0,2,3.0,1.0,1,23.0,1.0,2.0,-1.0,1.0,2,1,21029.29,540,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,-1.0
187,6095901,DE,2013,1944,2,4.0,1,0,2,3.0,7.0,1,44.0,1.0,2.0,2.0,3.0,2,2,0.0,1704,0.0,62213.48,0.0,62213.48,0.0,0.0,0.0,0.0,1.0,1.0,3.0,3.0,2.0,1.0,8.0
188,6102101,DE,2013,1938,2,4.0,1,0,2,5.0,7.0,1,54.0,1.0,3.0,1.0,3.0,2,2,0.0,550,0.0,10938.92,0.0,0.0,0.0,0.0,10938.92,0.0,1.0,1.0,1.0,1.0,1.0,1.0,8.0
189,6105201,DE,2013,1950,1,1.0,3,0,2,5.0,1.0,1,41.0,2.0,3.0,2.0,1.0,2,2,36682.06,778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0
191,6168001,DE,2013,1952,2,2.0,3,0,2,2.0,1.0,2,41.0,2.0,4.0,2.0,3.0,2,2,14517.43,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,3.0,5.0
192,6175101,DE,2013,1940,2,4.0,1,0,2,3.0,7.0,1,42.0,2.0,2.0,-1.0,3.0,2,2,0.0,0,0.0,23927.93,0.0,23927.93,0.0,0.0,0.0,0.0,1.0,1.0,2.0,3.0,1.0,1.0,3.0
193,6206901,DE,2013,1940,2,4.0,3,0,2,3.0,7.0,2,41.0,-1.0,2.0,2.0,2.0,2,2,0.0,2070,0.0,21121.0,0.0,21121.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,3.0,1.0,2.0,4.0
194,6329601,DE,2013,1933,1,2.0,3,0,2,5.0,7.0,1,31.0,2.0,4.0,1.0,3.0,2,2,160.0,2809,0.0,17406.98,0.0,17406.98,0.0,0.0,0.0,0.0,1.0,1.0,1.0,3.0,1.0,1.0,4.0
196,6341301,DE,2013,1953,1,5.0,1,0,2,3.0,5.0,2,52.0,2.0,2.0,2.0,3.0,2,2,0.0,128,0.0,1020.38,1020.38,0.0,0.0,0.0,0.0,0.0,3.0,2.0,1.0,1.0,1.0,1.0,-1.0
197,6358601,DE,2013,1962,2,5.0,3,0,2,3.0,2.0,1,52.0,2.0,3.0,1.0,2.0,2,2,20181.86,0,0.0,4171.33,0.0,0.0,4171.33,0.0,0.0,0.0,1.0,1.0,2.0,3.0,1.0,1.0,-1.0
198,6372201,DE,2013,1944,2,2.0,1,0,2,2.0,7.0,2,33.0,2.0,2.0,2.0,3.0,2,2,0.0,0,0.0,27920.8,0.0,5798.23,22122.57,0.0,0.0,0.0,1.0,1.0,1.0,3.0,2.0,1.0,6.0
199,6385901,DE,2013,1953,2,2.0,1,0,1,3.0,2.0,2,33.0,2.0,2.0,1.0,3.0,2,2,1128.75,1800,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,3.0,7.0
200,6454901,DE,2013,1963,2,2.0,3,0,2,3.0,2.0,1,42.0,2.0,2.0,1.0,3.0,2,2,11959.8,2620,0.0,11959.8,11959.8,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0
201,6460701,DE,2013,1936,2,2.0,3,0,2,5.0,7.0,2,13.0,2.0,3.0,1.0,2.0,2,2,0.0,5534,0.0,12343.86,0.0,12343.86,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0
202,6476001,DE,2013,1970,2,2.0,3,0,2,5.0,1.0,1,25.0,2.0,2.0,2.0,3.0,2,2,81443.4,0,0.0,11968.3,0.0,0.0,0.0,0.0,11968.3,0.0,2.0,1.0,1.0,2.0,2.0,1.0,7.0
203,6508901,DE,2013,1978,1,2.0,1,0,2,3.0,2.0,2,71.0,2.0,2.0,1.0,2.0,2,2,8422.54,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0
204,6509601,DE,2013,1932,1,4.0,3,0,2,5.0,7.0,1,33.0,2.0,2.0,-1.0,3.0,2,2,0.0,708,0.0,106576.37,0.0,106576.37,0.0,0.0,0.0,0.0,1.0,1.0,3.0,2.0,1.0,1.0,0.0
208,6639001,DE,2013,1980,2,2.0,1,1,2,2.0,10.0,1,52.0,-1.0,2.0,2.0,-1.0,2,2,2783.38,712,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,1.0,1.0,1.0,-1.0
209,6660901,DE,2013,1966,1,1.0,1,0,2,5.0,1.0,1,34.0,1.0,3.0,2.0,3.0,1,2,47584.04,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0
211,6698301,DE,2013,1972,1,2.0,1,0,2,5.0,3.0,1,12.0,2.0,2.0,2.0,3.0,2,2,95178.3,120,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,3.0,1.0,1.0,1.0
212,6698302,DE,2013,1988,2,1.0,3,0,2,3.0,6.0,2,-1.0,2.0,4.0,2.0,2.0,1,2,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,1.0,1.0,1.0,-1.0
214,6719802,DE,2013,1937,2,2.0,3,0,2,3.0,7.0,2,33.0,2.0,2.0,1.0,3.0,2,1,0.0,0,0.0,14801.31,0.0,14801.31,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0
215,6728901,DE,2013,1935,2,4.0,1,0,2,3.0,7.0,2,51.0,2.0,2.0,1.0,3.0,2,2,11524.82,168,0.0,17934.03,0.0,17934.03,0.0,0.0,0.0,0.0,1.0,1.0,3.0,2.0,1.0,1.0,4.0
217,6748001,DE,2013,1972,1,2.0,3,0,2,5.0,1.0,1,31.0,1.0,1.0,2.0,3.0,2,2,10258.5,0,0.0,30172.05,0.0,0.0,0.0,0.0,30172.05,0.0,2.0,1.0,3.0,1.0,1.0,1.0,5.0
